"plant_id"	"Treatment"	"ACC_ID"	"Rep"	"plant_num"
"11629"	"pH_6980_7"	"pH"	"6980"	7	11629
"11630"	"pH_6981_1"	"pH"	"6981"	1	11630
"11631"	"pH_6981_2"	"pH"	"6981"	2	11631
"11632"	"pH_6981_3"	"pH"	"6981"	3	11632
"11633"	"pH_6981_4"	"pH"	"6981"	4	11633
"11634"	"pH_6981_5"	"pH"	"6981"	5	11634
"11635"	"pH_6981_6"	"pH"	"6981"	6	11635
"11636"	"pH_6981_7"	"pH"	"6981"	7	11636
"11637"	"pH_6981_8"	"pH"	"6981"	8	11637
"11638"	"pH_6981_9"	"pH"	"6981"	9	11638
"11639"	"pH_6981_10"	"pH"	"6981"	10	11639
"11640"	"pH_6982_1"	"pH"	"6982"	1	11640
"11641"	"pH_6982_2"	"pH"	"6982"	2	11641
"11642"	"pH_6982_3"	"pH"	"6982"	3	11642
"11643"	"pH_6982_4"	"pH"	"6982"	4	11643
"11644"	"pH_6982_5"	"pH"	"6982"	5	11644
"11645"	"pH_6982_6"	"pH"	"6982"	6	11645
"11646"	"pH_6982_7"	"pH"	"6982"	7	11646
"11647"	"pH_6982_8"	"pH"	"6982"	8	11647
"11648"	"pH_6983_1"	"pH"	"6983"	1	11648
"11649"	"pH_6983_2"	"pH"	"6983"	2	11649
"11650"	"pH_6983_3"	"pH"	"6983"	3	11650
"11651"	"pH_6983_4"	"pH"	"6983"	4	11651
"11652"	"pH_6983_5"	"pH"	"6983"	5	11652
"11653"	"pH_6983_6"	"pH"	"6983"	6	11653
"11654"	"pH_6983_7"	"pH"	"6983"	7	11654
"11655"	"pH_6983_8"	"pH"	"6983"	8	11655
"11656"	"pH_6983_9"	"pH"	"6983"	9	11656
"11657"	"pH_6984_1"	"pH"	"6984"	1	11657
"11658"	"pH_6984_2"	"pH"	"6984"	2	11658
"11659"	"pH_6984_3"	"pH"	"6984"	3	11659
"11660"	"pH_6984_4"	"pH"	"6984"	4	11660
"11661"	"pH_6984_5"	"pH"	"6984"	5	11661
"11662"	"pH_6984_6"	"pH"	"6984"	6	11662
"11663"	"pH_6984_7"	"pH"	"6984"	7	11663
"11664"	"pH_6984_8"	"pH"	"6984"	8	11664
"11665"	"pH_6984_9"	"pH"	"6984"	9	11665
"11666"	"pH_6985_1"	"pH"	"6985"	1	11666
"11667"	"pH_6985_2"	"pH"	"6985"	2	11667
"11668"	"pH_6985_3"	"pH"	"6985"	3	11668
"11669"	"pH_6985_4"	"pH"	"6985"	4	11669
"11670"	"pH_6985_5"	"pH"	"6985"	5	11670
"11671"	"pH_6985_6"	"pH"	"6985"	6	11671
"11672"	"pH_6985_7"	"pH"	"6985"	7	11672
"11673"	"pH_6985_8"	"pH"	"6985"	8	11673
"11674"	"pH_6987_1"	"pH"	"6987"	1	11674
"11675"	"pH_6987_2"	"pH"	"6987"	2	11675
"11676"	"pH_6987_3"	"pH"	"6987"	3	11676
"11677"	"pH_6987_4"	"pH"	"6987"	4	11677
"11678"	"pH_6987_5"	"pH"	"6987"	5	11678
"11679"	"pH_6987_6"	"pH"	"6987"	6	11679
"11680"	"pH_6987_7"	"pH"	"6987"	7	11680
"11681"	"pH_6987_8"	"pH"	"6987"	8	11681
"11682"	"pH_6987_9"	"pH"	"6987"	9	11682
"11683"	"pH_6988_1"	"pH"	"6988"	1	11683
"11684"	"pH_6990_1"	"pH"	"6990"	1	11684
"11685"	"pH_6990_2"	"pH"	"6990"	2	11685
"11686"	"pH_6990_3"	"pH"	"6990"	3	11686
"11687"	"pH_6990_4"	"pH"	"6990"	4	11687
"11688"	"pH_6990_5"	"pH"	"6990"	5	11688
"11689"	"pH_6990_6"	"pH"	"6990"	6	11689
"11690"	"pH_6990_7"	"pH"	"6990"	7	11690
"11691"	"pH_6990_8"	"pH"	"6990"	8	11691
"11692"	"pH_6990_9"	"pH"	"6990"	9	11692
"11693"	"pH_6990_10"	"pH"	"6990"	10	11693
"11694"	"pH_6990_11"	"pH"	"6990"	11	11694
"11695"	"pH_6990_12"	"pH"	"6990"	12	11695
"11696"	"pH_6992_1"	"pH"	"6992"	1	11696
"11697"	"pH_6992_2"	"pH"	"6992"	2	11697
"11698"	"pH_6992_3"	"pH"	"6992"	3	11698
"11699"	"pH_6992_4"	"pH"	"6992"	4	11699
"11700"	"pH_6992_5"	"pH"	"6992"	5	11700
"11701"	"pH_6992_6"	"pH"	"6992"	6	11701
"11702"	"pH_6992_7"	"pH"	"6992"	7	11702
"11703"	"pH_6992_8"	"pH"	"6992"	8	11703
"11704"	"pH_6992_9"	"pH"	"6992"	9	11704
"11705"	"pH_6992_10"	"pH"	"6992"	10	11705
"11706"	"pH_6992_11"	"pH"	"6992"	11	11706
"11707"	"pH_6992_12"	"pH"	"6992"	12	11707
"11708"	"pH_6994_1"	"pH"	"6994"	1	11708
"11709"	"pH_6994_2"	"pH"	"6994"	2	11709
"11710"	"pH_6994_3"	"pH"	"6994"	3	11710
"11711"	"pH_6994_4"	"pH"	"6994"	4	11711
"11712"	"pH_6994_5"	"pH"	"6994"	5	11712
"11713"	"pH_6994_6"	"pH"	"6994"	6	11713
"11714"	"pH_6994_7"	"pH"	"6994"	7	11714
"11715"	"pH_6994_8"	"pH"	"6994"	8	11715
"11716"	"pH_6994_9"	"pH"	"6994"	9	11716
"11717"	"pH_6994_10"	"pH"	"6994"	10	11717
"11718"	"pH_6994_11"	"pH"	"6994"	11	11718
"11719"	"pH_7000_1"	"pH"	"7000"	1	11719
"11720"	"pH_7000_2"	"pH"	"7000"	2	11720
"11721"	"pH_7000_3"	"pH"	"7000"	3	11721
"11722"	"pH_7000_4"	"pH"	"7000"	4	11722
"11723"	"pH_7000_5"	"pH"	"7000"	5	11723
"11724"	"pH_7000_6"	"pH"	"7000"	6	11724
"11725"	"pH_7000_7"	"pH"	"7000"	7	11725
"11726"	"pH_7000_8"	"pH"	"7000"	8	11726
"11727"	"pH_7000_9"	"pH"	"7000"	9	11727
"11728"	"pH_7000_10"	"pH"	"7000"	10	11728
"11729"	"pH_7000_11"	"pH"	"7000"	11	11729
"11730"	"pH_7002_1"	"pH"	"7002"	1	11730
"11731"	"pH_7002_2"	"pH"	"7002"	2	11731
"11732"	"pH_7002_3"	"pH"	"7002"	3	11732
"11733"	"pH_7002_4"	"pH"	"7002"	4	11733
"11734"	"pH_7002_5"	"pH"	"7002"	5	11734
"11735"	"pH_7002_6"	"pH"	"7002"	6	11735
"11736"	"pH_7002_7"	"pH"	"7002"	7	11736
"11737"	"pH_7002_8"	"pH"	"7002"	8	11737
"11738"	"pH_7002_9"	"pH"	"7002"	9	11738
"11739"	"pH_7002_10"	"pH"	"7002"	10	11739
"11740"	"pH_7002_11"	"pH"	"7002"	11	11740
"11741"	"pH_7002_12"	"pH"	"7002"	12	11741
"11742"	"pH_7004_1"	"pH"	"7004"	1	11742
"11743"	"pH_7004_2"	"pH"	"7004"	2	11743
"11744"	"pH_7004_3"	"pH"	"7004"	3	11744
"11745"	"pH_7004_4"	"pH"	"7004"	4	11745
"11746"	"pH_7004_5"	"pH"	"7004"	5	11746
"11747"	"pH_7004_6"	"pH"	"7004"	6	11747
"11748"	"pH_7004_7"	"pH"	"7004"	7	11748
"11749"	"pH_7004_8"	"pH"	"7004"	8	11749
"11750"	"pH_7004_9"	"pH"	"7004"	9	11750
"11751"	"pH_7004_10"	"pH"	"7004"	10	11751
"11752"	"pH_7014_1"	"pH"	"7014"	1	11752
"11753"	"pH_7014_2"	"pH"	"7014"	2	11753
"11754"	"pH_7014_3"	"pH"	"7014"	3	11754
"11755"	"pH_7014_4"	"pH"	"7014"	4	11755
"11756"	"pH_7014_5"	"pH"	"7014"	5	11756
"11757"	"pH_7014_6"	"pH"	"7014"	6	11757
"11758"	"pH_7014_7"	"pH"	"7014"	7	11758
"11759"	"pH_7014_8"	"pH"	"7014"	8	11759
"11760"	"pH_7014_9"	"pH"	"7014"	9	11760
"11761"	"pH_7014_10"	"pH"	"7014"	10	11761
"11762"	"pH_7015_1"	"pH"	"7015"	1	11762
"11763"	"pH_7015_2"	"pH"	"7015"	2	11763
"11764"	"pH_7015_3"	"pH"	"7015"	3	11764
"11765"	"pH_7015_4"	"pH"	"7015"	4	11765
"11766"	"pH_7015_5"	"pH"	"7015"	5	11766
"11767"	"pH_7015_6"	"pH"	"7015"	6	11767
"11768"	"pH_7015_7"	"pH"	"7015"	7	11768
"11769"	"pH_7015_8"	"pH"	"7015"	8	11769
"11770"	"pH_7015_9"	"pH"	"7015"	9	11770
"11771"	"pH_7015_10"	"pH"	"7015"	10	11771
"11772"	"pH_7015_11"	"pH"	"7015"	11	11772
"11773"	"pH_7015_12"	"pH"	"7015"	12	11773
"11774"	"pH_7026_1"	"pH"	"7026"	1	11774
"11775"	"pH_7026_2"	"pH"	"7026"	2	11775
"11776"	"pH_7026_3"	"pH"	"7026"	3	11776
"11777"	"pH_7026_4"	"pH"	"7026"	4	11777
"11778"	"pH_7026_5"	"pH"	"7026"	5	11778
"11779"	"pH_7026_6"	"pH"	"7026"	6	11779
"11780"	"pH_7026_7"	"pH"	"7026"	7	11780
"11781"	"pH_7026_8"	"pH"	"7026"	8	11781
"11782"	"pH_7026_9"	"pH"	"7026"	9	11782
"11783"	"pH_7026_10"	"pH"	"7026"	10	11783
"11784"	"pH_7028_1"	"pH"	"7028"	1	11784
"11785"	"pH_7028_2"	"pH"	"7028"	2	11785
"11786"	"pH_7028_3"	"pH"	"7028"	3	11786
"11787"	"pH_7028_4"	"pH"	"7028"	4	11787
"11788"	"pH_7028_5"	"pH"	"7028"	5	11788
"11789"	"pH_7028_6"	"pH"	"7028"	6	11789
"11790"	"pH_7028_7"	"pH"	"7028"	7	11790
"11791"	"pH_7028_8"	"pH"	"7028"	8	11791
"11792"	"pH_7028_9"	"pH"	"7028"	9	11792
"11793"	"pH_7028_10"	"pH"	"7028"	10	11793
"11794"	"pH_7031_1"	"pH"	"7031"	1	11794
"11795"	"pH_7031_2"	"pH"	"7031"	2	11795
"11796"	"pH_7031_3"	"pH"	"7031"	3	11796
"11797"	"pH_7031_4"	"pH"	"7031"	4	11797
"11798"	"pH_7031_5"	"pH"	"7031"	5	11798
"11799"	"pH_7031_6"	"pH"	"7031"	6	11799
"11800"	"pH_7031_7"	"pH"	"7031"	7	11800
"11801"	"pH_7031_8"	"pH"	"7031"	8	11801
"11802"	"pH_7031_9"	"pH"	"7031"	9	11802
"11803"	"pH_7031_10"	"pH"	"7031"	10	11803
"11804"	"pH_7062_1"	"pH"	"7062"	1	11804
"11805"	"pH_7062_2"	"pH"	"7062"	2	11805
"11806"	"pH_7062_3"	"pH"	"7062"	3	11806
"11807"	"pH_7062_4"	"pH"	"7062"	4	11807
"11808"	"pH_7062_5"	"pH"	"7062"	5	11808
"11809"	"pH_7062_6"	"pH"	"7062"	6	11809
"11810"	"pH_7062_7"	"pH"	"7062"	7	11810
"11811"	"pH_7062_8"	"pH"	"7062"	8	11811
"11812"	"pH_7062_9"	"pH"	"7062"	9	11812
"11813"	"pH_7071_1"	"pH"	"7071"	1	11813
"11814"	"pH_7071_2"	"pH"	"7071"	2	11814
"11815"	"pH_7071_3"	"pH"	"7071"	3	11815
"11816"	"pH_7071_4"	"pH"	"7071"	4	11816
"11817"	"pH_7071_5"	"pH"	"7071"	5	11817
"11818"	"pH_7071_6"	"pH"	"7071"	6	11818
"11819"	"pH_7071_7"	"pH"	"7071"	7	11819
"11820"	"pH_7071_8"	"pH"	"7071"	8	11820
"11821"	"pH_7071_9"	"pH"	"7071"	9	11821
"11822"	"pH_7071_10"	"pH"	"7071"	10	11822
"11823"	"pH_7071_11"	"pH"	"7071"	11	11823
"11824"	"pH_7075_1"	"pH"	"7075"	1	11824
"11825"	"pH_7075_2"	"pH"	"7075"	2	11825
"11826"	"pH_7075_3"	"pH"	"7075"	3	11826
"11827"	"pH_7075_4"	"pH"	"7075"	4	11827
"11828"	"pH_7075_5"	"pH"	"7075"	5	11828
"11829"	"pH_7075_6"	"pH"	"7075"	6	11829
"11830"	"pH_7075_7"	"pH"	"7075"	7	11830
"11831"	"pH_7075_8"	"pH"	"7075"	8	11831
"11832"	"pH_7081_1"	"pH"	"7081"	1	11832
"11833"	"pH_7081_2"	"pH"	"7081"	2	11833
"11834"	"pH_7081_3"	"pH"	"7081"	3	11834
"11835"	"pH_7081_4"	"pH"	"7081"	4	11835
"11836"	"pH_7081_5"	"pH"	"7081"	5	11836
"11837"	"pH_7081_6"	"pH"	"7081"	6	11837
"11838"	"pH_7081_7"	"pH"	"7081"	7	11838
"11839"	"pH_7092_1"	"pH"	"7092"	1	11839
"11840"	"pH_7092_2"	"pH"	"7092"	2	11840
"11841"	"pH_7092_3"	"pH"	"7092"	3	11841
"11842"	"pH_7092_4"	"pH"	"7092"	4	11842
"11843"	"pH_7092_5"	"pH"	"7092"	5	11843
"11844"	"pH_7092_6"	"pH"	"7092"	6	11844
"11845"	"pH_7092_7"	"pH"	"7092"	7	11845
"11846"	"pH_7092_8"	"pH"	"7092"	8	11846
"11847"	"pH_7092_9"	"pH"	"7092"	9	11847
"11848"	"pH_7092_10"	"pH"	"7092"	10	11848
"11849"	"pH_7092_11"	"pH"	"7092"	11	11849
"11850"	"pH_7094_1"	"pH"	"7094"	1	11850
"11851"	"pH_7094_2"	"pH"	"7094"	2	11851
"11852"	"pH_7094_3"	"pH"	"7094"	3	11852
"11853"	"pH_7094_4"	"pH"	"7094"	4	11853
"11854"	"pH_7094_5"	"pH"	"7094"	5	11854
"11855"	"pH_7094_6"	"pH"	"7094"	6	11855
"11856"	"pH_7094_7"	"pH"	"7094"	7	11856
"11857"	"pH_7094_8"	"pH"	"7094"	8	11857
"11858"	"pH_7098_1"	"pH"	"7098"	1	11858
"11859"	"pH_7098_2"	"pH"	"7098"	2	11859
"11860"	"pH_7098_3"	"pH"	"7098"	3	11860
"11861"	"pH_7098_4"	"pH"	"7098"	4	11861
"11862"	"pH_7098_5"	"pH"	"7098"	5	11862
"11863"	"pH_7098_6"	"pH"	"7098"	6	11863
"11864"	"pH_7098_7"	"pH"	"7098"	7	11864
"11865"	"pH_7098_8"	"pH"	"7098"	8	11865
"11866"	"pH_7098_9"	"pH"	"7098"	9	11866
"11867"	"pH_7098_10"	"pH"	"7098"	10	11867
"11868"	"pH_7102_1"	"pH"	"7102"	1	11868
"11869"	"pH_7102_2"	"pH"	"7102"	2	11869
"11870"	"pH_7102_3"	"pH"	"7102"	3	11870
"11871"	"pH_7102_4"	"pH"	"7102"	4	11871
"11872"	"pH_7102_5"	"pH"	"7102"	5	11872
"11873"	"pH_7102_6"	"pH"	"7102"	6	11873
"11874"	"pH_7102_7"	"pH"	"7102"	7	11874
"11875"	"pH_7102_8"	"pH"	"7102"	8	11875
"11876"	"pH_7102_9"	"pH"	"7102"	9	11876
"11877"	"pH_7102_10"	"pH"	"7102"	10	11877
"11878"	"pH_7123_1"	"pH"	"7123"	1	11878
"11879"	"pH_7123_2"	"pH"	"7123"	2	11879
"11880"	"pH_7123_3"	"pH"	"7123"	3	11880
"11881"	"pH_7123_4"	"pH"	"7123"	4	11881
"11882"	"pH_7123_5"	"pH"	"7123"	5	11882
"11883"	"pH_7123_6"	"pH"	"7123"	6	11883
"11884"	"pH_7123_7"	"pH"	"7123"	7	11884
"11885"	"pH_7123_8"	"pH"	"7123"	8	11885
"11886"	"pH_7123_9"	"pH"	"7123"	9	11886
"11887"	"pH_7126_1"	"pH"	"7126"	1	11887
"11888"	"pH_7126_2"	"pH"	"7126"	2	11888
"11889"	"pH_7126_3"	"pH"	"7126"	3	11889
"11890"	"pH_7126_4"	"pH"	"7126"	4	11890
"11891"	"pH_7126_5"	"pH"	"7126"	5	11891
"11892"	"pH_7126_6"	"pH"	"7126"	6	11892
"11893"	"pH_7126_7"	"pH"	"7126"	7	11893
"11894"	"pH_7126_8"	"pH"	"7126"	8	11894
"11895"	"pH_7126_9"	"pH"	"7126"	9	11895
"11896"	"pH_7143_1"	"pH"	"7143"	1	11896
"11897"	"pH_7143_2"	"pH"	"7143"	2	11897
"11898"	"pH_7143_3"	"pH"	"7143"	3	11898
"11899"	"pH_7143_4"	"pH"	"7143"	4	11899
"11900"	"pH_7143_5"	"pH"	"7143"	5	11900
"11901"	"pH_7143_6"	"pH"	"7143"	6	11901
"11902"	"pH_7143_7"	"pH"	"7143"	7	11902
"11903"	"pH_7143_8"	"pH"	"7143"	8	11903
"11904"	"pH_7143_9"	"pH"	"7143"	9	11904
"11905"	"pH_7143_10"	"pH"	"7143"	10	11905
"11906"	"pH_7143_11"	"pH"	"7143"	11	11906
"11907"	"pH_7147_1"	"pH"	"7147"	1	11907
"11908"	"pH_7147_2"	"pH"	"7147"	2	11908
"11909"	"pH_7147_3"	"pH"	"7147"	3	11909
"11910"	"pH_7147_4"	"pH"	"7147"	4	11910
"11911"	"pH_7147_5"	"pH"	"7147"	5	11911
"11912"	"pH_7147_6"	"pH"	"7147"	6	11912
"11913"	"pH_7147_7"	"pH"	"7147"	7	11913
"11914"	"pH_7147_8"	"pH"	"7147"	8	11914
"11915"	"pH_7147_9"	"pH"	"7147"	9	11915
"11916"	"pH_7147_10"	"pH"	"7147"	10	11916
"11917"	"pH_7147_11"	"pH"	"7147"	11	11917
"11918"	"pH_7147_12"	"pH"	"7147"	12	11918
"11919"	"pH_7163_1"	"pH"	"7163"	1	11919
"11920"	"pH_7163_2"	"pH"	"7163"	2	11920
"11921"	"pH_7163_3"	"pH"	"7163"	3	11921
"11922"	"pH_7163_4"	"pH"	"7163"	4	11922
"11923"	"pH_7163_5"	"pH"	"7163"	5	11923
"11924"	"pH_7163_6"	"pH"	"7163"	6	11924
"11925"	"pH_7163_7"	"pH"	"7163"	7	11925
"11926"	"pH_7163_8"	"pH"	"7163"	8	11926
"11927"	"pH_7163_9"	"pH"	"7163"	9	11927
"11928"	"pH_7163_10"	"pH"	"7163"	10	11928
"11929"	"pH_7164_1"	"pH"	"7164"	1	11929
"11930"	"pH_7164_2"	"pH"	"7164"	2	11930
"11931"	"pH_7164_3"	"pH"	"7164"	3	11931
"11932"	"pH_7164_4"	"pH"	"7164"	4	11932
"11933"	"pH_7164_5"	"pH"	"7164"	5	11933
"11934"	"pH_7166_1"	"pH"	"7166"	1	11934
"11935"	"pH_7166_2"	"pH"	"7166"	2	11935
"11936"	"pH_7166_3"	"pH"	"7166"	3	11936
"11937"	"pH_7166_4"	"pH"	"7166"	4	11937
"11938"	"pH_7166_5"	"pH"	"7166"	5	11938
"11939"	"pH_7166_6"	"pH"	"7166"	6	11939
"11940"	"pH_7166_7"	"pH"	"7166"	7	11940
"11941"	"pH_7166_8"	"pH"	"7166"	8	11941
"11942"	"pH_7166_9"	"pH"	"7166"	9	11942
"11943"	"pH_7166_10"	"pH"	"7166"	10	11943
"11944"	"pH_7166_11"	"pH"	"7166"	11	11944
"11945"	"pH_7166_12"	"pH"	"7166"	12	11945
"11946"	"pH_7172_1"	"pH"	"7172"	1	11946
"11947"	"pH_7172_2"	"pH"	"7172"	2	11947
"11948"	"pH_7172_3"	"pH"	"7172"	3	11948
"11949"	"pH_7172_4"	"pH"	"7172"	4	11949
"11950"	"pH_7172_5"	"pH"	"7172"	5	11950
"11951"	"pH_7172_6"	"pH"	"7172"	6	11951
"11952"	"pH_7172_7"	"pH"	"7172"	7	11952
"11953"	"pH_7172_8"	"pH"	"7172"	8	11953
"11954"	"pH_7176_1"	"pH"	"7176"	1	11954
"11955"	"pH_7176_2"	"pH"	"7176"	2	11955
"11956"	"pH_7176_3"	"pH"	"7176"	3	11956
"11957"	"pH_7176_4"	"pH"	"7176"	4	11957
"11958"	"pH_7176_5"	"pH"	"7176"	5	11958
"11959"	"pH_7176_6"	"pH"	"7176"	6	11959
"11960"	"pH_7176_7"	"pH"	"7176"	7	11960
"11961"	"pH_7178_1"	"pH"	"7178"	1	11961
"11962"	"pH_7178_2"	"pH"	"7178"	2	11962
"11963"	"pH_7178_3"	"pH"	"7178"	3	11963
"11964"	"pH_7178_4"	"pH"	"7178"	4	11964
"11965"	"pH_7178_5"	"pH"	"7178"	5	11965
"11966"	"pH_7178_6"	"pH"	"7178"	6	11966
"11967"	"pH_7181_1"	"pH"	"7181"	1	11967
"11968"	"pH_7181_2"	"pH"	"7181"	2	11968
"11969"	"pH_7181_3"	"pH"	"7181"	3	11969
"11970"	"pH_7181_4"	"pH"	"7181"	4	11970
"11971"	"pH_7181_5"	"pH"	"7181"	5	11971
"11972"	"pH_7181_6"	"pH"	"7181"	6	11972
"11973"	"pH_7181_7"	"pH"	"7181"	7	11973
"11974"	"pH_7181_8"	"pH"	"7181"	8	11974
"11975"	"pH_7181_9"	"pH"	"7181"	9	11975
"11976"	"pH_7192_1"	"pH"	"7192"	1	11976
"11977"	"pH_7192_2"	"pH"	"7192"	2	11977
"11978"	"pH_7192_3"	"pH"	"7192"	3	11978
"11979"	"pH_7192_4"	"pH"	"7192"	4	11979
"11980"	"pH_7192_5"	"pH"	"7192"	5	11980
"11981"	"pH_7192_6"	"pH"	"7192"	6	11981
"11982"	"pH_7192_7"	"pH"	"7192"	7	11982
"11983"	"pH_7192_8"	"pH"	"7192"	8	11983
"11984"	"pH_7192_9"	"pH"	"7192"	9	11984
"11985"	"pH_7192_10"	"pH"	"7192"	10	11985
"11986"	"pH_7192_11"	"pH"	"7192"	11	11986
"11987"	"pH_7192_12"	"pH"	"7192"	12	11987
"11988"	"pH_7199_1"	"pH"	"7199"	1	11988
"11989"	"pH_7199_2"	"pH"	"7199"	2	11989
"11990"	"pH_7199_3"	"pH"	"7199"	3	11990
"11991"	"pH_7199_4"	"pH"	"7199"	4	11991
"11992"	"pH_7199_5"	"pH"	"7199"	5	11992
"11993"	"pH_7199_6"	"pH"	"7199"	6	11993
"11994"	"pH_7199_7"	"pH"	"7199"	7	11994
"11995"	"pH_7199_8"	"pH"	"7199"	8	11995
"11996"	"pH_7199_9"	"pH"	"7199"	9	11996
"11997"	"pH_7199_10"	"pH"	"7199"	10	11997
"11998"	"pH_7199_11"	"pH"	"7199"	11	11998
"11999"	"pH_7201_1"	"pH"	"7201"	1	11999
"12000"	"pH_7201_2"	"pH"	"7201"	2	12000
"12001"	"pH_7201_3"	"pH"	"7201"	3	12001
"12002"	"pH_7201_4"	"pH"	"7201"	4	12002
"12003"	"pH_7201_5"	"pH"	"7201"	5	12003
"12004"	"pH_7201_6"	"pH"	"7201"	6	12004
"12005"	"pH_7201_7"	"pH"	"7201"	7	12005
"12006"	"pH_7201_8"	"pH"	"7201"	8	12006
"12007"	"pH_7201_9"	"pH"	"7201"	9	12007
"12008"	"pH_7201_10"	"pH"	"7201"	10	12008
"12009"	"pH_7201_11"	"pH"	"7201"	11	12009
"12010"	"pH_7201_12"	"pH"	"7201"	12	12010
"12011"	"pH_7205_1"	"pH"	"7205"	1	12011
"12012"	"pH_7205_2"	"pH"	"7205"	2	12012
"12013"	"pH_7205_3"	"pH"	"7205"	3	12013
"12014"	"pH_7205_4"	"pH"	"7205"	4	12014
"12015"	"pH_7205_5"	"pH"	"7205"	5	12015
"12016"	"pH_7205_6"	"pH"	"7205"	6	12016
"12017"	"pH_7205_7"	"pH"	"7205"	7	12017
"12018"	"pH_7205_8"	"pH"	"7205"	8	12018
"12019"	"pH_7205_9"	"pH"	"7205"	9	12019
"12020"	"pH_7210_1"	"pH"	"7210"	1	12020
"12021"	"pH_7210_2"	"pH"	"7210"	2	12021
"12022"	"pH_7210_3"	"pH"	"7210"	3	12022
"12023"	"pH_7210_4"	"pH"	"7210"	4	12023
"12024"	"pH_7210_5"	"pH"	"7210"	5	12024
"12025"	"pH_7210_6"	"pH"	"7210"	6	12025
"12026"	"pH_7210_7"	"pH"	"7210"	7	12026
"12027"	"pH_7210_8"	"pH"	"7210"	8	12027
"12028"	"pH_7210_9"	"pH"	"7210"	9	12028
"12029"	"pH_7210_10"	"pH"	"7210"	10	12029
"12030"	"pH_7210_11"	"pH"	"7210"	11	12030
"12031"	"pH_7224_1"	"pH"	"7224"	1	12031
"12032"	"pH_7224_2"	"pH"	"7224"	2	12032
"12033"	"pH_7224_3"	"pH"	"7224"	3	12033
"12034"	"pH_7224_4"	"pH"	"7224"	4	12034
"12035"	"pH_7224_5"	"pH"	"7224"	5	12035
"12036"	"pH_7224_6"	"pH"	"7224"	6	12036
"12037"	"pH_7224_7"	"pH"	"7224"	7	12037
"12038"	"pH_7224_8"	"pH"	"7224"	8	12038
"12039"	"pH_7231_1"	"pH"	"7231"	1	12039
"12040"	"pH_7231_2"	"pH"	"7231"	2	12040
"12041"	"pH_7231_3"	"pH"	"7231"	3	12041
"12042"	"pH_7231_4"	"pH"	"7231"	4	12042
"12043"	"pH_7231_5"	"pH"	"7231"	5	12043
"12044"	"pH_7231_6"	"pH"	"7231"	6	12044
"12045"	"pH_7231_7"	"pH"	"7231"	7	12045
"12046"	"pH_7231_8"	"pH"	"7231"	8	12046
"12047"	"pH_7231_9"	"pH"	"7231"	9	12047
"12048"	"pH_7242_1"	"pH"	"7242"	1	12048
"12049"	"pH_7242_2"	"pH"	"7242"	2	12049
"12050"	"pH_7242_3"	"pH"	"7242"	3	12050
"12051"	"pH_7242_4"	"pH"	"7242"	4	12051
"12052"	"pH_7242_5"	"pH"	"7242"	5	12052
"12053"	"pH_7242_6"	"pH"	"7242"	6	12053
"12054"	"pH_7242_7"	"pH"	"7242"	7	12054
"12055"	"pH_7242_8"	"pH"	"7242"	8	12055
"12056"	"pH_7242_9"	"pH"	"7242"	9	12056
"12057"	"pH_7244_1"	"pH"	"7244"	1	12057
"12058"	"pH_7244_2"	"pH"	"7244"	2	12058
"12059"	"pH_7244_3"	"pH"	"7244"	3	12059
"12060"	"pH_7244_4"	"pH"	"7244"	4	12060
"12061"	"pH_7244_5"	"pH"	"7244"	5	12061
"12062"	"pH_7244_6"	"pH"	"7244"	6	12062
"12063"	"pH_7244_7"	"pH"	"7244"	7	12063
"12064"	"pH_7244_8"	"pH"	"7244"	8	12064
"12065"	"pH_7244_9"	"pH"	"7244"	9	12065
"12066"	"pH_7244_10"	"pH"	"7244"	10	12066
"12067"	"pH_7246_1"	"pH"	"7246"	1	12067
"12068"	"pH_7246_2"	"pH"	"7246"	2	12068
"12069"	"pH_7246_3"	"pH"	"7246"	3	12069
"12070"	"pH_7246_4"	"pH"	"7246"	4	12070
"12071"	"pH_7246_5"	"pH"	"7246"	5	12071
"12072"	"pH_7246_6"	"pH"	"7246"	6	12072
"12073"	"pH_7246_7"	"pH"	"7246"	7	12073
"12074"	"pH_7246_8"	"pH"	"7246"	8	12074
"12075"	"pH_7246_9"	"pH"	"7246"	9	12075
"12076"	"pH_7246_10"	"pH"	"7246"	10	12076
"12077"	"pH_7255_1"	"pH"	"7255"	1	12077
"12078"	"pH_7255_2"	"pH"	"7255"	2	12078
"12079"	"pH_7255_3"	"pH"	"7255"	3	12079
"12080"	"pH_7255_4"	"pH"	"7255"	4	12080
"12081"	"pH_7255_5"	"pH"	"7255"	5	12081
"12082"	"pH_7255_6"	"pH"	"7255"	6	12082
"12083"	"pH_7255_7"	"pH"	"7255"	7	12083
"12084"	"pH_7255_8"	"pH"	"7255"	8	12084
"12085"	"pH_7255_9"	"pH"	"7255"	9	12085
"12086"	"pH_7255_10"	"pH"	"7255"	10	12086
"12087"	"pH_7262_1"	"pH"	"7262"	1	12087
"12088"	"pH_7262_2"	"pH"	"7262"	2	12088
"12089"	"pH_7262_3"	"pH"	"7262"	3	12089
"12090"	"pH_7262_4"	"pH"	"7262"	4	12090
"12091"	"pH_7262_5"	"pH"	"7262"	5	12091
"12092"	"pH_7262_6"	"pH"	"7262"	6	12092
"12093"	"pH_7262_7"	"pH"	"7262"	7	12093
