"plant_id"	"Treatment"	"ACC_ID"	"Rep"
"6460"	"USMS_8297_17"	"USMS"	"8297"	"17"
"6461"	"USMS_8297_18"	"USMS"	"8297"	"18"
"6462"	"USMS_8297_19"	"USMS"	"8297"	"19"
"6463"	"USMS_8297_20"	"USMS"	"8297"	"20"
"6464"	"USMS_8297_21"	"USMS"	"8297"	"21"
"6465"	"USMS_8297_22"	"USMS"	"8297"	"22"
"6466"	"USMS_8297_23"	"USMS"	"8297"	"23"
"6467"	"USMS_8300_1"	"USMS"	"8300"	"1"
"6468"	"USMS_8300_2"	"USMS"	"8300"	"2"
"6469"	"USMS_8300_3"	"USMS"	"8300"	"3"
"6470"	"USMS_8300_4"	"USMS"	"8300"	"4"
"6471"	"USMS_8300_5"	"USMS"	"8300"	"5"
"6472"	"USMS_8300_6"	"USMS"	"8300"	"6"
"6473"	"USMS_8300_7"	"USMS"	"8300"	"7"
"6474"	"USMS_8300_8"	"USMS"	"8300"	"8"
"6475"	"USMS_8300_9"	"USMS"	"8300"	"9"
"6476"	"USMS_8300_10"	"USMS"	"8300"	"10"
"6477"	"USMS_8300_11"	"USMS"	"8300"	"11"
"6478"	"USMS_8300_12"	"USMS"	"8300"	"12"
"6479"	"USMS_8300_13"	"USMS"	"8300"	"13"
"6480"	"USMS_8300_14"	"USMS"	"8300"	"14"
"6481"	"USMS_8300_15"	"USMS"	"8300"	"15"
"6482"	"USMS_8300_16"	"USMS"	"8300"	"16"
"6483"	"USMS_8300_17"	"USMS"	"8300"	"17"
"6484"	"USMS_8300_18"	"USMS"	"8300"	"18"
"6485"	"USMS_8304_1"	"USMS"	"8304"	"1"
"6486"	"USMS_8304_2"	"USMS"	"8304"	"2"
"6487"	"USMS_8304_3"	"USMS"	"8304"	"3"
"6488"	"USMS_8304_4"	"USMS"	"8304"	"4"
"6489"	"USMS_8304_5"	"USMS"	"8304"	"5"
"6490"	"USMS_8304_6"	"USMS"	"8304"	"6"
"6491"	"USMS_8304_7"	"USMS"	"8304"	"7"
"6492"	"USMS_8304_8"	"USMS"	"8304"	"8"
"6493"	"USMS_8304_9"	"USMS"	"8304"	"9"
"6494"	"USMS_8304_10"	"USMS"	"8304"	"10"
"6495"	"USMS_8304_11"	"USMS"	"8304"	"11"
"6496"	"USMS_8304_12"	"USMS"	"8304"	"12"
"6497"	"USMS_8304_13"	"USMS"	"8304"	"13"
"6498"	"USMS_8304_14"	"USMS"	"8304"	"14"
"6499"	"USMS_8304_15"	"USMS"	"8304"	"15"
"6500"	"USMS_8304_16"	"USMS"	"8304"	"16"
"6501"	"USMS_8304_17"	"USMS"	"8304"	"17"
"6502"	"USMS_8304_18"	"USMS"	"8304"	"18"
"6503"	"USMS_8304_19"	"USMS"	"8304"	"19"
"6504"	"USMS_8304_20"	"USMS"	"8304"	"20"
"6505"	"USMS_8304_21"	"USMS"	"8304"	"21"
"6506"	"USMS_8304_22"	"USMS"	"8304"	"22"
"6507"	"USMS_8304_23"	"USMS"	"8304"	"23"
"6508"	"USMS_8306_1"	"USMS"	"8306"	"1"
"6509"	"USMS_8306_2"	"USMS"	"8306"	"2"
"6510"	"USMS_8306_3"	"USMS"	"8306"	"3"
"6511"	"USMS_8306_4"	"USMS"	"8306"	"4"
"6512"	"USMS_8306_5"	"USMS"	"8306"	"5"
"6513"	"USMS_8306_6"	"USMS"	"8306"	"6"
"6514"	"USMS_8306_7"	"USMS"	"8306"	"7"
"6515"	"USMS_8306_8"	"USMS"	"8306"	"8"
"6516"	"USMS_8306_9"	"USMS"	"8306"	"9"
"6517"	"USMS_8306_10"	"USMS"	"8306"	"10"
"6518"	"USMS_8306_11"	"USMS"	"8306"	"11"
"6519"	"USMS_8306_12"	"USMS"	"8306"	"12"
"6520"	"USMS_8306_13"	"USMS"	"8306"	"13"
"6521"	"USMS_8306_14"	"USMS"	"8306"	"14"
"6522"	"USMS_8306_15"	"USMS"	"8306"	"15"
"6523"	"USMS_8306_16"	"USMS"	"8306"	"16"
"6524"	"USMS_8306_17"	"USMS"	"8306"	"17"
"6525"	"USMS_8306_18"	"USMS"	"8306"	"18"
"6526"	"USMS_8306_19"	"USMS"	"8306"	"19"
"6527"	"USMS_8310_1"	"USMS"	"8310"	"1"
"6528"	"USMS_8310_2"	"USMS"	"8310"	"2"
"6529"	"USMS_8310_3"	"USMS"	"8310"	"3"
"6530"	"USMS_8310_4"	"USMS"	"8310"	"4"
"6531"	"USMS_8310_5"	"USMS"	"8310"	"5"
"6532"	"USMS_8310_6"	"USMS"	"8310"	"6"
"6533"	"USMS_8310_7"	"USMS"	"8310"	"7"
"6534"	"USMS_8310_8"	"USMS"	"8310"	"8"
"6535"	"USMS_8310_9"	"USMS"	"8310"	"9"
"6536"	"USMS_8310_10"	"USMS"	"8310"	"10"
"6537"	"USMS_8310_11"	"USMS"	"8310"	"11"
"6538"	"USMS_8310_12"	"USMS"	"8310"	"12"
"6539"	"USMS_8310_13"	"USMS"	"8310"	"13"
"6540"	"USMS_8310_14"	"USMS"	"8310"	"14"
"6541"	"USMS_8310_15"	"USMS"	"8310"	"15"
"6542"	"USMS_8310_16"	"USMS"	"8310"	"16"
"6543"	"USMS_8310_17"	"USMS"	"8310"	"17"
"6544"	"USMS_8310_18"	"USMS"	"8310"	"18"
"6545"	"USMS_8311_1"	"USMS"	"8311"	"1"
"6546"	"USMS_8311_2"	"USMS"	"8311"	"2"
"6547"	"USMS_8311_3"	"USMS"	"8311"	"3"
"6548"	"USMS_8311_4"	"USMS"	"8311"	"4"
"6549"	"USMS_8311_5"	"USMS"	"8311"	"5"
"6550"	"USMS_8311_6"	"USMS"	"8311"	"6"
"6551"	"USMS_8311_7"	"USMS"	"8311"	"7"
"6552"	"USMS_8311_8"	"USMS"	"8311"	"8"
"6553"	"USMS_8311_9"	"USMS"	"8311"	"9"
"6554"	"USMS_8311_10"	"USMS"	"8311"	"10"
"6555"	"USMS_8311_11"	"USMS"	"8311"	"11"
"6556"	"USMS_8311_12"	"USMS"	"8311"	"12"
"6557"	"USMS_8311_13"	"USMS"	"8311"	"13"
"6558"	"USMS_8311_14"	"USMS"	"8311"	"14"
"6559"	"USMS_8311_15"	"USMS"	"8311"	"15"
"6560"	"USMS_8311_16"	"USMS"	"8311"	"16"
"6561"	"USMS_8311_17"	"USMS"	"8311"	"17"
"6562"	"USMS_8311_18"	"USMS"	"8311"	"18"
"6563"	"USMS_8311_19"	"USMS"	"8311"	"19"
"6564"	"USMS_8312_1"	"USMS"	"8312"	"1"
"6565"	"USMS_8312_2"	"USMS"	"8312"	"2"
"6566"	"USMS_8312_3"	"USMS"	"8312"	"3"
"6567"	"USMS_8312_4"	"USMS"	"8312"	"4"
"6568"	"USMS_8312_5"	"USMS"	"8312"	"5"
"6569"	"USMS_8312_6"	"USMS"	"8312"	"6"
"6570"	"USMS_8312_7"	"USMS"	"8312"	"7"
"6571"	"USMS_8312_8"	"USMS"	"8312"	"8"
"6572"	"USMS_8312_9"	"USMS"	"8312"	"9"
"6573"	"USMS_8312_10"	"USMS"	"8312"	"10"
"6574"	"USMS_8312_11"	"USMS"	"8312"	"11"
"6575"	"USMS_8312_12"	"USMS"	"8312"	"12"
"6576"	"USMS_8312_13"	"USMS"	"8312"	"13"
"6577"	"USMS_8312_14"	"USMS"	"8312"	"14"
"6578"	"USMS_8312_15"	"USMS"	"8312"	"15"
"6579"	"USMS_8312_16"	"USMS"	"8312"	"16"
"6580"	"USMS_8312_17"	"USMS"	"8312"	"17"
"6581"	"USMS_8312_18"	"USMS"	"8312"	"18"
"6582"	"USMS_8312_19"	"USMS"	"8312"	"19"
"6583"	"USMS_8312_20"	"USMS"	"8312"	"20"
"6584"	"USMS_8312_21"	"USMS"	"8312"	"21"
"6585"	"USMS_8313_1"	"USMS"	"8313"	"1"
"6586"	"USMS_8313_2"	"USMS"	"8313"	"2"
"6587"	"USMS_8313_3"	"USMS"	"8313"	"3"
"6588"	"USMS_8313_4"	"USMS"	"8313"	"4"
"6589"	"USMS_8313_5"	"USMS"	"8313"	"5"
"6590"	"USMS_8313_6"	"USMS"	"8313"	"6"
"6591"	"USMS_8313_7"	"USMS"	"8313"	"7"
"6592"	"USMS_8313_8"	"USMS"	"8313"	"8"
"6593"	"USMS_8313_9"	"USMS"	"8313"	"9"
"6594"	"USMS_8313_10"	"USMS"	"8313"	"10"
"6595"	"USMS_8313_11"	"USMS"	"8313"	"11"
"6596"	"USMS_8313_12"	"USMS"	"8313"	"12"
"6597"	"USMS_8313_13"	"USMS"	"8313"	"13"
"6598"	"USMS_8313_14"	"USMS"	"8313"	"14"
"6599"	"USMS_8313_15"	"USMS"	"8313"	"15"
"6600"	"USMS_8313_16"	"USMS"	"8313"	"16"
"6601"	"USMS_8313_17"	"USMS"	"8313"	"17"
"6602"	"USMS_8313_18"	"USMS"	"8313"	"18"
"6603"	"USMS_8313_19"	"USMS"	"8313"	"19"
"6604"	"USMS_8313_20"	"USMS"	"8313"	"20"
"6605"	"USMS_8313_21"	"USMS"	"8313"	"21"
"6606"	"USMS_8314_1"	"USMS"	"8314"	"1"
"6607"	"USMS_8314_2"	"USMS"	"8314"	"2"
"6608"	"USMS_8314_3"	"USMS"	"8314"	"3"
"6609"	"USMS_8314_4"	"USMS"	"8314"	"4"
"6610"	"USMS_8314_5"	"USMS"	"8314"	"5"
"6611"	"USMS_8314_6"	"USMS"	"8314"	"6"
"6612"	"USMS_8314_7"	"USMS"	"8314"	"7"
"6613"	"USMS_8314_8"	"USMS"	"8314"	"8"
"6614"	"USMS_8314_9"	"USMS"	"8314"	"9"
"6615"	"USMS_8314_10"	"USMS"	"8314"	"10"
"6616"	"USMS_8314_11"	"USMS"	"8314"	"11"
"6617"	"USMS_8314_12"	"USMS"	"8314"	"12"
"6618"	"USMS_8314_13"	"USMS"	"8314"	"13"
"6619"	"USMS_8314_14"	"USMS"	"8314"	"14"
"6620"	"USMS_8314_15"	"USMS"	"8314"	"15"
"6621"	"USMS_8314_16"	"USMS"	"8314"	"16"
"6622"	"USMS_8314_17"	"USMS"	"8314"	"17"
"6623"	"USMS_8314_18"	"USMS"	"8314"	"18"
"6624"	"USMS_8314_19"	"USMS"	"8314"	"19"
"6625"	"USMS_8314_20"	"USMS"	"8314"	"20"
"6626"	"USMS_8314_21"	"USMS"	"8314"	"21"
"6627"	"USMS_8314_22"	"USMS"	"8314"	"22"
"6628"	"USMS_8323_1"	"USMS"	"8323"	"1"
"6629"	"USMS_8323_2"	"USMS"	"8323"	"2"
"6630"	"USMS_8323_3"	"USMS"	"8323"	"3"
"6631"	"USMS_8323_4"	"USMS"	"8323"	"4"
"6632"	"USMS_8323_5"	"USMS"	"8323"	"5"
"6633"	"USMS_8323_6"	"USMS"	"8323"	"6"
"6634"	"USMS_8323_7"	"USMS"	"8323"	"7"
"6635"	"USMS_8323_8"	"USMS"	"8323"	"8"
"6636"	"USMS_8323_9"	"USMS"	"8323"	"9"
"6637"	"USMS_8325_1"	"USMS"	"8325"	"1"
"6638"	"USMS_8325_2"	"USMS"	"8325"	"2"
"6639"	"USMS_8325_3"	"USMS"	"8325"	"3"
"6640"	"USMS_8325_4"	"USMS"	"8325"	"4"
"6641"	"USMS_8325_5"	"USMS"	"8325"	"5"
"6642"	"USMS_8325_6"	"USMS"	"8325"	"6"
"6643"	"USMS_8325_7"	"USMS"	"8325"	"7"
"6644"	"USMS_8325_8"	"USMS"	"8325"	"8"
"6645"	"USMS_8325_9"	"USMS"	"8325"	"9"
"6646"	"USMS_8325_10"	"USMS"	"8325"	"10"
"6647"	"USMS_8325_11"	"USMS"	"8325"	"11"
"6648"	"USMS_8325_12"	"USMS"	"8325"	"12"
"6649"	"USMS_8325_13"	"USMS"	"8325"	"13"
"6650"	"USMS_8325_14"	"USMS"	"8325"	"14"
"6651"	"USMS_8325_15"	"USMS"	"8325"	"15"
"6652"	"USMS_8325_16"	"USMS"	"8325"	"16"
"6653"	"USMS_8325_17"	"USMS"	"8325"	"17"
"6654"	"USMS_8325_18"	"USMS"	"8325"	"18"
"6655"	"USMS_8325_19"	"USMS"	"8325"	"19"
"6656"	"USMS_8325_20"	"USMS"	"8325"	"20"
"6657"	"USMS_8325_21"	"USMS"	"8325"	"21"
"6658"	"USMS_8325_22"	"USMS"	"8325"	"22"
"6659"	"USMS_8325_23"	"USMS"	"8325"	"23"
"6660"	"USMS_8325_24"	"USMS"	"8325"	"24"
"6661"	"USMS_8329_1"	"USMS"	"8329"	"1"
"6662"	"USMS_8329_2"	"USMS"	"8329"	"2"
"6663"	"USMS_8329_3"	"USMS"	"8329"	"3"
"6664"	"USMS_8329_4"	"USMS"	"8329"	"4"
"6665"	"USMS_8329_5"	"USMS"	"8329"	"5"
"6666"	"USMS_8329_6"	"USMS"	"8329"	"6"
"6667"	"USMS_8329_7"	"USMS"	"8329"	"7"
"6668"	"USMS_8329_8"	"USMS"	"8329"	"8"
"6669"	"USMS_8329_9"	"USMS"	"8329"	"9"
"6670"	"USMS_8329_10"	"USMS"	"8329"	"10"
"6671"	"USMS_8329_11"	"USMS"	"8329"	"11"
"6672"	"USMS_8329_12"	"USMS"	"8329"	"12"
"6673"	"USMS_8329_13"	"USMS"	"8329"	"13"
"6674"	"USMS_8329_14"	"USMS"	"8329"	"14"
"6675"	"USMS_8329_15"	"USMS"	"8329"	"15"
"6676"	"USMS_8329_16"	"USMS"	"8329"	"16"
"6677"	"USMS_8329_17"	"USMS"	"8329"	"17"
"6678"	"USMS_8329_18"	"USMS"	"8329"	"18"
"6679"	"USMS_8329_19"	"USMS"	"8329"	"19"
"6680"	"USMS_8329_20"	"USMS"	"8329"	"20"
"6681"	"USMS_8334_1"	"USMS"	"8334"	"1"
"6682"	"USMS_8334_2"	"USMS"	"8334"	"2"
"6683"	"USMS_8334_3"	"USMS"	"8334"	"3"
"6684"	"USMS_8334_4"	"USMS"	"8334"	"4"
"6685"	"USMS_8334_5"	"USMS"	"8334"	"5"
"6686"	"USMS_8334_6"	"USMS"	"8334"	"6"
"6687"	"USMS_8334_7"	"USMS"	"8334"	"7"
"6688"	"USMS_8334_8"	"USMS"	"8334"	"8"
"6689"	"USMS_8334_9"	"USMS"	"8334"	"9"
"6690"	"USMS_8334_10"	"USMS"	"8334"	"10"
"6691"	"USMS_8334_11"	"USMS"	"8334"	"11"
"6692"	"USMS_8334_12"	"USMS"	"8334"	"12"
"6693"	"USMS_8334_13"	"USMS"	"8334"	"13"
"6694"	"USMS_8334_14"	"USMS"	"8334"	"14"
"6695"	"USMS_8334_15"	"USMS"	"8334"	"15"
"6696"	"USMS_8334_16"	"USMS"	"8334"	"16"
"6697"	"USMS_8334_17"	"USMS"	"8334"	"17"
"6698"	"USMS_8334_18"	"USMS"	"8334"	"18"
"6699"	"USMS_8334_19"	"USMS"	"8334"	"19"
"6700"	"USMS_8334_20"	"USMS"	"8334"	"20"
"6701"	"USMS_8334_21"	"USMS"	"8334"	"21"
"6702"	"USMS_8343_1"	"USMS"	"8343"	"1"
"6703"	"USMS_8343_2"	"USMS"	"8343"	"2"
"6704"	"USMS_8343_3"	"USMS"	"8343"	"3"
"6705"	"USMS_8343_4"	"USMS"	"8343"	"4"
"6706"	"USMS_8343_5"	"USMS"	"8343"	"5"
"6707"	"USMS_8343_6"	"USMS"	"8343"	"6"
"6708"	"USMS_8343_7"	"USMS"	"8343"	"7"
"6709"	"USMS_8343_8"	"USMS"	"8343"	"8"
"6710"	"USMS_8343_9"	"USMS"	"8343"	"9"
"6711"	"USMS_8343_10"	"USMS"	"8343"	"10"
"6712"	"USMS_8343_11"	"USMS"	"8343"	"11"
"6713"	"USMS_8343_12"	"USMS"	"8343"	"12"
"6714"	"USMS_8343_13"	"USMS"	"8343"	"13"
"6715"	"USMS_8343_14"	"USMS"	"8343"	"14"
"6716"	"USMS_8343_15"	"USMS"	"8343"	"15"
"6717"	"USMS_8343_16"	"USMS"	"8343"	"16"
"6718"	"USMS_8343_17"	"USMS"	"8343"	"17"
"6719"	"USMS_8343_18"	"USMS"	"8343"	"18"
"6720"	"USMS_8343_19"	"USMS"	"8343"	"19"
"6721"	"USMS_8348_1"	"USMS"	"8348"	"1"
"6722"	"USMS_8348_2"	"USMS"	"8348"	"2"
"6723"	"USMS_8348_3"	"USMS"	"8348"	"3"
"6724"	"USMS_8348_4"	"USMS"	"8348"	"4"
"6725"	"USMS_8348_5"	"USMS"	"8348"	"5"
"6726"	"USMS_8348_6"	"USMS"	"8348"	"6"
"6727"	"USMS_8348_7"	"USMS"	"8348"	"7"
"6728"	"USMS_8348_8"	"USMS"	"8348"	"8"
"6729"	"USMS_8348_9"	"USMS"	"8348"	"9"
"6730"	"USMS_8348_10"	"USMS"	"8348"	"10"
"6731"	"USMS_8348_11"	"USMS"	"8348"	"11"
"6732"	"USMS_8348_12"	"USMS"	"8348"	"12"
"6733"	"USMS_8348_13"	"USMS"	"8348"	"13"
"6734"	"USMS_8348_14"	"USMS"	"8348"	"14"
"6735"	"USMS_8348_15"	"USMS"	"8348"	"15"
"6736"	"USMS_8348_16"	"USMS"	"8348"	"16"
"6737"	"USMS_8348_17"	"USMS"	"8348"	"17"
"6738"	"USMS_8348_18"	"USMS"	"8348"	"18"
"6739"	"USMS_8348_19"	"USMS"	"8348"	"19"
"6740"	"USMS_8348_20"	"USMS"	"8348"	"20"
"6741"	"USMS_8348_21"	"USMS"	"8348"	"21"
"6742"	"USMS_8348_22"	"USMS"	"8348"	"22"
"6743"	"USMS_8348_23"	"USMS"	"8348"	"23"
"6744"	"USMS_8348_24"	"USMS"	"8348"	"24"
"6745"	"USMS_8351_1"	"USMS"	"8351"	"1"
"6746"	"USMS_8351_2"	"USMS"	"8351"	"2"
"6747"	"USMS_8351_3"	"USMS"	"8351"	"3"
"6748"	"USMS_8351_4"	"USMS"	"8351"	"4"
"6749"	"USMS_8351_5"	"USMS"	"8351"	"5"
"6750"	"USMS_8351_6"	"USMS"	"8351"	"6"
"6751"	"USMS_8351_7"	"USMS"	"8351"	"7"
"6752"	"USMS_8351_8"	"USMS"	"8351"	"8"
"6753"	"USMS_8351_9"	"USMS"	"8351"	"9"
"6754"	"USMS_8351_10"	"USMS"	"8351"	"10"
"6755"	"USMS_8351_11"	"USMS"	"8351"	"11"
"6756"	"USMS_8351_12"	"USMS"	"8351"	"12"
"6757"	"USMS_8351_13"	"USMS"	"8351"	"13"
"6758"	"USMS_8351_14"	"USMS"	"8351"	"14"
"6759"	"USMS_8351_15"	"USMS"	"8351"	"15"
"6760"	"USMS_8351_16"	"USMS"	"8351"	"16"
"6761"	"USMS_8351_17"	"USMS"	"8351"	"17"
"6762"	"USMS_8351_18"	"USMS"	"8351"	"18"
"6763"	"USMS_8351_19"	"USMS"	"8351"	"19"
"6764"	"USMS_8351_20"	"USMS"	"8351"	"20"
"6765"	"USMS_8353_1"	"USMS"	"8353"	"1"
"6766"	"USMS_8353_2"	"USMS"	"8353"	"2"
"6767"	"USMS_8353_3"	"USMS"	"8353"	"3"
"6768"	"USMS_8353_4"	"USMS"	"8353"	"4"
"6769"	"USMS_8353_5"	"USMS"	"8353"	"5"
"6770"	"USMS_8353_6"	"USMS"	"8353"	"6"
"6771"	"USMS_8353_7"	"USMS"	"8353"	"7"
"6772"	"USMS_8353_8"	"USMS"	"8353"	"8"
"6773"	"USMS_8353_9"	"USMS"	"8353"	"9"
"6774"	"USMS_8353_10"	"USMS"	"8353"	"10"
"6775"	"USMS_8353_11"	"USMS"	"8353"	"11"
"6776"	"USMS_8353_12"	"USMS"	"8353"	"12"
"6777"	"USMS_8353_13"	"USMS"	"8353"	"13"
"6778"	"USMS_8353_14"	"USMS"	"8353"	"14"
"6779"	"USMS_8353_15"	"USMS"	"8353"	"15"
"6780"	"USMS_8353_16"	"USMS"	"8353"	"16"
"6781"	"USMS_8353_17"	"USMS"	"8353"	"17"
"6782"	"USMS_8353_18"	"USMS"	"8353"	"18"
"6783"	"USMS_8353_19"	"USMS"	"8353"	"19"
"6784"	"USMS_8353_20"	"USMS"	"8353"	"20"
"6785"	"USMS_8353_21"	"USMS"	"8353"	"21"
"6786"	"USMS_8353_22"	"USMS"	"8353"	"22"
"6787"	"USMS_8354_1"	"USMS"	"8354"	"1"
"6788"	"USMS_8354_2"	"USMS"	"8354"	"2"
"6789"	"USMS_8354_3"	"USMS"	"8354"	"3"
"6790"	"USMS_8354_4"	"USMS"	"8354"	"4"
"6791"	"USMS_8354_5"	"USMS"	"8354"	"5"
"6792"	"USMS_8354_6"	"USMS"	"8354"	"6"
"6793"	"USMS_8354_7"	"USMS"	"8354"	"7"
"6794"	"USMS_8354_8"	"USMS"	"8354"	"8"
"6795"	"USMS_8354_9"	"USMS"	"8354"	"9"
"6796"	"USMS_8354_10"	"USMS"	"8354"	"10"
"6797"	"USMS_8354_11"	"USMS"	"8354"	"11"
"6798"	"USMS_8354_12"	"USMS"	"8354"	"12"
"6799"	"USMS_8354_13"	"USMS"	"8354"	"13"
"6800"	"USMS_8354_14"	"USMS"	"8354"	"14"
"6801"	"USMS_8354_15"	"USMS"	"8354"	"15"
"6802"	"USMS_8354_16"	"USMS"	"8354"	"16"
"6803"	"USMS_8354_17"	"USMS"	"8354"	"17"
"6804"	"USMS_8354_18"	"USMS"	"8354"	"18"
"6805"	"USMS_8354_19"	"USMS"	"8354"	"19"
"6806"	"USMS_8354_20"	"USMS"	"8354"	"20"
"6807"	"USMS_8354_21"	"USMS"	"8354"	"21"
"6808"	"USMS_8365_1"	"USMS"	"8365"	"1"
"6809"	"USMS_8365_2"	"USMS"	"8365"	"2"
"6810"	"USMS_8365_3"	"USMS"	"8365"	"3"
"6811"	"USMS_8365_4"	"USMS"	"8365"	"4"
"6812"	"USMS_8365_5"	"USMS"	"8365"	"5"
"6813"	"USMS_8365_6"	"USMS"	"8365"	"6"
"6814"	"USMS_8365_7"	"USMS"	"8365"	"7"
"6815"	"USMS_8365_8"	"USMS"	"8365"	"8"
"6816"	"USMS_8365_9"	"USMS"	"8365"	"9"
"6817"	"USMS_8365_10"	"USMS"	"8365"	"10"
"6818"	"USMS_8365_11"	"USMS"	"8365"	"11"
"6819"	"USMS_8365_12"	"USMS"	"8365"	"12"
"6820"	"USMS_8365_13"	"USMS"	"8365"	"13"
"6821"	"USMS_8365_14"	"USMS"	"8365"	"14"
"6822"	"USMS_8365_15"	"USMS"	"8365"	"15"
"6823"	"USMS_8365_16"	"USMS"	"8365"	"16"
"6824"	"USMS_8365_17"	"USMS"	"8365"	"17"
"6825"	"USMS_8365_18"	"USMS"	"8365"	"18"
"6826"	"USMS_8365_19"	"USMS"	"8365"	"19"
"6827"	"USMS_8365_20"	"USMS"	"8365"	"20"
"6828"	"USMS_8365_21"	"USMS"	"8365"	"21"
"6829"	"USMS_8366_1"	"USMS"	"8366"	"1"
"6830"	"USMS_8366_2"	"USMS"	"8366"	"2"
"6831"	"USMS_8366_3"	"USMS"	"8366"	"3"
"6832"	"USMS_8366_4"	"USMS"	"8366"	"4"
"6833"	"USMS_8366_5"	"USMS"	"8366"	"5"
"6834"	"USMS_8366_6"	"USMS"	"8366"	"6"
"6835"	"USMS_8366_7"	"USMS"	"8366"	"7"
"6836"	"USMS_8366_8"	"USMS"	"8366"	"8"
"6837"	"USMS_8366_9"	"USMS"	"8366"	"9"
"6838"	"USMS_8366_10"	"USMS"	"8366"	"10"
"6839"	"USMS_8366_11"	"USMS"	"8366"	"11"
"6840"	"USMS_8366_12"	"USMS"	"8366"	"12"
"6841"	"USMS_8366_13"	"USMS"	"8366"	"13"
"6842"	"USMS_8366_14"	"USMS"	"8366"	"14"
"6843"	"USMS_8366_15"	"USMS"	"8366"	"15"
"6844"	"USMS_8366_16"	"USMS"	"8366"	"16"
"6845"	"USMS_8366_17"	"USMS"	"8366"	"17"
"6846"	"USMS_8366_18"	"USMS"	"8366"	"18"
"6847"	"USMS_8366_19"	"USMS"	"8366"	"19"
"6848"	"USMS_8366_20"	"USMS"	"8366"	"20"
"6849"	"USMS_8366_21"	"USMS"	"8366"	"21"
"6850"	"USMS_8366_22"	"USMS"	"8366"	"22"
"6851"	"USMS_8366_23"	"USMS"	"8366"	"23"
"6852"	"USMS_8369_1"	"USMS"	"8369"	"1"
"6853"	"USMS_8369_2"	"USMS"	"8369"	"2"
"6854"	"USMS_8369_3"	"USMS"	"8369"	"3"
"6855"	"USMS_8369_4"	"USMS"	"8369"	"4"
"6856"	"USMS_8369_5"	"USMS"	"8369"	"5"
"6857"	"USMS_8369_6"	"USMS"	"8369"	"6"
"6858"	"USMS_8369_7"	"USMS"	"8369"	"7"
"6859"	"USMS_8369_8"	"USMS"	"8369"	"8"
"6860"	"USMS_8369_9"	"USMS"	"8369"	"9"
"6861"	"USMS_8369_10"	"USMS"	"8369"	"10"
"6862"	"USMS_8369_11"	"USMS"	"8369"	"11"
"6863"	"USMS_8369_12"	"USMS"	"8369"	"12"
"6864"	"USMS_8369_13"	"USMS"	"8369"	"13"
"6865"	"USMS_8369_14"	"USMS"	"8369"	"14"
"6866"	"USMS_8369_15"	"USMS"	"8369"	"15"
"6867"	"USMS_8369_16"	"USMS"	"8369"	"16"
"6868"	"USMS_8369_17"	"USMS"	"8369"	"17"
"6869"	"USMS_8369_18"	"USMS"	"8369"	"18"
"6870"	"USMS_8369_19"	"USMS"	"8369"	"19"
"6871"	"USMS_8369_20"	"USMS"	"8369"	"20"
"6872"	"USMS_8369_21"	"USMS"	"8369"	"21"
"6873"	"USMS_8369_22"	"USMS"	"8369"	"22"
"6874"	"USMS_8369_23"	"USMS"	"8369"	"23"
"6875"	"USMS_8374_1"	"USMS"	"8374"	"1"
"6876"	"USMS_8374_2"	"USMS"	"8374"	"2"
"6877"	"USMS_8374_3"	"USMS"	"8374"	"3"
"6878"	"USMS_8374_4"	"USMS"	"8374"	"4"
"6879"	"USMS_8374_5"	"USMS"	"8374"	"5"
"6880"	"USMS_8374_6"	"USMS"	"8374"	"6"
"6881"	"USMS_8374_7"	"USMS"	"8374"	"7"
"6882"	"USMS_8374_8"	"USMS"	"8374"	"8"
"6883"	"USMS_8374_9"	"USMS"	"8374"	"9"
"6884"	"USMS_8374_10"	"USMS"	"8374"	"10"
"6885"	"USMS_8374_11"	"USMS"	"8374"	"11"
"6886"	"USMS_8374_12"	"USMS"	"8374"	"12"
"6887"	"USMS_8374_13"	"USMS"	"8374"	"13"
"6888"	"USMS_8374_14"	"USMS"	"8374"	"14"
"6889"	"USMS_8374_15"	"USMS"	"8374"	"15"
"6890"	"USMS_8374_16"	"USMS"	"8374"	"16"
"6891"	"USMS_8376_1"	"USMS"	"8376"	"1"
"6892"	"USMS_8376_2"	"USMS"	"8376"	"2"
"6893"	"USMS_8376_3"	"USMS"	"8376"	"3"
"6894"	"USMS_8376_4"	"USMS"	"8376"	"4"
"6895"	"USMS_8376_5"	"USMS"	"8376"	"5"
"6896"	"USMS_8376_6"	"USMS"	"8376"	"6"
"6897"	"USMS_8376_7"	"USMS"	"8376"	"7"
"6898"	"USMS_8376_8"	"USMS"	"8376"	"8"
"6899"	"USMS_8376_9"	"USMS"	"8376"	"9"
"6900"	"USMS_8376_10"	"USMS"	"8376"	"10"
"6901"	"USMS_8376_11"	"USMS"	"8376"	"11"
"6902"	"USMS_8376_12"	"USMS"	"8376"	"12"
"6903"	"USMS_8376_13"	"USMS"	"8376"	"13"
"6904"	"USMS_8376_14"	"USMS"	"8376"	"14"
"6905"	"USMS_8376_15"	"USMS"	"8376"	"15"
"6906"	"USMS_8376_16"	"USMS"	"8376"	"16"
"6907"	"USMS_8376_17"	"USMS"	"8376"	"17"
"6908"	"USMS_8376_18"	"USMS"	"8376"	"18"
"6909"	"USMS_8376_19"	"USMS"	"8376"	"19"
